,name,votes,winner,win_difference
11125,"mage kat hits on waitress vv mike in adira's tavern, classic fantasy rpg vibes.",1,False,0
11126,pov laura holding leash attached to keith well looking down at him,12,False,0
11149,modern street artist raine (human form) stands back and admires the mural she painted of her mother.,3,False,0
11151,kat giving zen a ‘thank you’ kiss after saving her life from her wolf captor. ,1,False,0
11152,girls beach volleyball maren and (wolf) raine vs karen and human reni,2,False,0
11153,"remake currently non-existent page-filler 2005-11-18: old trace looks at settlement with templar tower while flora, keith, and others wait for him to continue telling twokinds",2,False,0
11154,"dark trace is attacking a keidran village, the ghost of saria is standing behind him, begging him to stop.",10,False,0
11155,tiger trace body pillow,1,False,0
11156,dj dragon is told off by management for transforming a troublesome guest.,3,False,0
11157,rivet drawn in tom's style. ,1,False,0
11158,tomboy alternation 2: maeve grew up to be a bit of a delinquent and is now getting madelyn to draw graffiti in the city (but maddie was never told what they're doing is illegal!) ,1,False,0
11159,lion saria daki,1,False,0
11160,"wolf maren is giving sythe loving nuzzles, she swears it’s purely instinct and nothing else.",4,False,0
11161,redraw of sahra-ki (the scarred one) (au older flora),1,False,0
11162,protoflora meets flora,5,False,0
11163,fluffkevlar's tala and young rose discuss their people's differences after tala comes stumbling out of the forest,1,False,0
11164,"natani leans over a moonlit balcony and howls at the moon while her traitorous tail lifts her robe up, giving keith a full view of her ""moon""",22,False,0
11165,trace accidentally turns himself into a blue macaw parrot. flora can't help herself and chases him.,6,False,0
11166,"karen finds a deck of many things, despite all warnings she draws a card? what effects does she inflict? ",6,False,0
11167,maren brushes long haired kat's hair and puts accessories on her hair.,2,False,0
11168,"keith kicks natani off of him and they tumble around a bit before natani says ""pinned ya again""",0,False,0
11169,lugosi cradling haru while she holds his face.,2,False,0
11150,maddie stuck in a revolving door as maeve (i can't remember how to spell her name) watches in amusement.,0,False,0
11148,"the dating game: half form raine is a contestant on the dating game and she has to go on a date with one of the three bachelors, red, zen, and clovis",27,True,0
11127,ghost laura stuck in natani's body goes to get help. natani panics as his body gets up on its own and starts casually walking out the door naked.,2,False,0
11147,maddie & friends with glowing in the dark tribal body paint at the basitin season festival!,1,False,0
11128,hairball gag remake,2,False,0
11129,lion saria body pillow,0,False,0
11130,"very vixen, very foxy mike",5,False,0
11131,raine as freya crescent (final fantasy 9),4,False,0
11132,modern au: moto brothers. natani and zen on motorcycles.,1,False,0
11133,"raine (half-kind form) and red are in a snowy garden, building a snow-leopard sculpture together!",2,False,0
11134,amelia rewards windstraw's hard work at the tavern with some vigorous petting,13,False,0
11135,trace looks in the mirror and sees his evil reflection pushing him to hurt flora,1,False,0
11136,"fennec fox mike and great dane evals lifting a barrel ""together""",0,False,0
11137,alaric survives au,6,False,0
11138,"adventures of the potato sack, pt 1: after sinking into the ship, the potatoes washes ashore on a distant island.",5,False,0
11139,flora riding on a rathalos from monster hunter. trace being carried in its claws.,3,False,0
11140,"wolf maren is giving sythe affectionate nuzzles, she tells him that it’s purely instinct and nothing else",22,False,0
11141,good morning zen,14,False,0
11142,"""pinned ya"" part 2. this time we see out of the eyes of our wolf victor natani! under her raw power is a blushing keith with a smile on his face. ",2,False,0
11143,"natani, zen and sythe as the three wolves from the music video ""magnum bullets.""",1,False,0
11144,"having removed her bikini, a smug flora asks a blushing trace to put fur lotion on her, all as a salty nora watches in jealousy . follow up to ""bathing suit nora""",9,False,0
11145,"karen finds a deck of many things, what happens when she draws a card despite all warnings not to. (tom only: the result is it turns detritus into a 1930s cartoon version of itself)",4,False,0
11146,flora introduces trace to her family. trace is nervous about making the wrong impression.,1,False,0
11079,"history inspired roman portrait og clovis as a roman emperor, sitting smug on his throne, with imperial guards romulus and remus on either side.",4,False,0
11077,rivet from ratchet and clank drawn in toms style.,1,False,0
11363,"laura, kat, and willow on a hike, but they realize they're lost near sunset, with willow as the navigator. perhaps she forgot the map and tried to wing it by ""instinct"" or didn't even think to use it. ",0,False,0
11017,"keith and natani sparring, but it gets a little “heated”",9,False,0
11008,"from normal schoolgirl to heroine, magical girl maeve! ",12,False,0
11009,"a confused sir keiren has come to save the ""princess"" from reni.",2,False,0
11010,"half wolf raine is a contestant on the dating game, and the three bachelors to choose from are red, zen, and clovis",3,False,0
11011,saria reveals a seductive portrait of rose to her household,0,False,0
11012,"mage kat hits on waitress vv mike in adira's tavern, classic fantasy rpg vibes.",7,False,0
11013,"flora looking ""radiant in the morning"" standing in a sunlit bedroom, hair a total mess! jammies hanging off her, yawning, and scratching her bare butt",4,False,0
11014,"the female northern basitin brings back her catches, and the injured wolf back to her place with the other northern basitins jokingly say ""can't wait to have wolf tonight!"" the wolf looking vary worried.",2,False,0
11015,far future - templar's and keidran's space flotillas head together into battle against invaders from another world.,1,False,0
11016,girls beach volleyball maren and (wolf) raine vs karen and reni,2,False,0
11018,kat confused about eric saying he likes the smell of rain. so she is chatting up wolf raine about what shampoo she uses.,11,False,0
11076,"natani leans over an outside balcony and howls at the moon, while her traitorous tail lifts her robe up, giving keith a view of her ""moon""",16,False,0
11019,keith being raised by western basitins,2,False,0
11020,skater kat doing a slide down a stair ramp while laura watches and applaud and willow film to get more... or less followers,3,False,0
11021,chimera girl submitting a formal request to join mike's harem,6,False,0
11022,adira and adelaide relax to some 4th of july fireworks as maddie and maeve wildly run around with sparklers.,17,False,0
11023,clovis becomes a demon queen. ,3,False,0
11024,carver is living the good life on the west basitin islands. sipping fruity drinks and having his paw pads massaged by some island cuties.,1,False,0
11025,good morning zen,13,False,0
11026,"sequel to wolf mary: mary gets caught by another templar in her keidran transformation. not being recognized, mary's kicked out before she can explain, left without clothes and unable to change back.",4,False,0
11027,"dating sim au: a busty new vixen shows up, looking suspiciously like vv mike.",3,False,0
11007,"sealeen and seraphina attempt to rouse landen, who has run out of coffee.",1,False,0
11006,good morning trace,0,False,0
11005,fertility wish continued: flora eagerly explains things kat should expect during her pregnancy while trace warns zen of things to avoid doing or saying in the next few months.,11,False,0
11003,super power mayhem. flora abusing her powers.,0,False,0
10984,trace meets kaylia and mistakes this alternate reality proto-flora for the real flora somehow. kaylia is confused and flora is mad.,1,False,0
10985,"gender swap au: while traveling on the ship to the basitin isles, keith learns natani's secret",7,False,0
10986,modern au. moto brothers. natani and zen on motorcycles.,2,False,0
10987,kay seeing proto-flora and thinking that she is a complete stranger.,1,False,0
10988,"white basitin ,white wolf and even laura’s white fox sister all watch the fireworks in the moonlight ",2,False,0
10989,kat forcing mike to model her lingerie ,0,False,0
10990,wwii anthro nora pin up,0,False,0
10991,kat and zen kiss in a shower.,6,False,0
10992,"rose teaching a course on proper female wolf etiquette. with raine only interested from an etymological stand point, wolf maren embarrassed, and natani wondering why the hell he's there. ",23,False,0
10993,alaric survives the fall au,2,False,0
10994,raine (wolf form) on the beach getting frustrated with a bikini that somehow keeps falling off. a mischievous cat keidran nora in the background is responsible. ,8,False,0
10995,dark au emperor sythe and his high generals zen and natani rally their wolf armies to conquer the world,2,False,0
10996,au twokinds: natani and zen try to assassinate evil trace,9,False,0
10997,young zen teaching young natani how to throw knives (and natani learning badly),1,False,0
10998,"reni, in her anthro form, tries to explain to nora that proportions affect balance. nora responds by bwoming reni, saying it's much more fun that way.",2,False,0
10999,roberto ref. sheet!,7,False,0
11000,"back in page 825, but sythe wakes up naturally, only to find raine tied up where zen used to be.",0,False,0
11001,flora and proto-flora enjoying a picnic on a sunny day in the legacy estate gardens. ,0,False,0
11002,slipper thief part 2: mary finds herself playing tug-of-war with puppy raine for her slipper.,5,False,0
11028,"in kathrin's boutique, two customers needed new clothes at once: extrafoxylaura and foxyfoxlaura",9,False,0
11029,eric visits the shipyard to check progress on the new ship he commissioned after losing the na'rella.,1,False,0
11030,king adelaide as lady dimitrescu,1,False,0
11054,"sythe is teasing female (cursed) red. red puts on a convincing show of not-liking-it-at-all. maren and nibbly are jealous, and work together and steal sythe back.",1,False,0
11056,roberto reference sheet!,6,False,0
11057,modern red and raine go on a date at a drive-in movie theater,1,False,0
11058,fluffkevlar's tala and young rose discuss their people's differences after tala comes stumbling out of the forest,3,False,0
11059,half-dragon trace and half-human nora standing in combat pose in a cave full of monsters with the sun behind him.,2,False,0
11060,pirate queen jenny and a dragooned vv mike in a beach volleyball match against clovis and brutus.,0,False,0
11061,"sealeen and seraphina attempt to rouse landen, who has run out of coffee.",3,False,0
11062,test card f.  laura as the girl in the red dress playing tic-tac-toe and keith as the clown doll.,4,False,0
11063,"gender swap au: grand templar tracy legacy, sitting in a chair with an attendant beside her. at the peak of her villainous career. ",2,False,0
11064,"willow, kat, and laura have a swimming race after changing into their swimsuits, clearly laura the river fox should win.",10,False,0
11065,ww2 nurse kat attending injured soldier zen in a battlefield.,1,False,0
11066,"flora starts decorating to celebrate the holidays in july, and trace is hesitant until he sees what flora is wearing…",4,False,0
11067,tom wheels his bag into the plane while a stowaway nora and nibs poke their heads out of his carry-on.,8,False,0
11069,flora consoling chimera post red encounter while raine chews out red.,21,False,0
11070,"rose teaching a course on proper female wolf etiquette. with raine only interested from an etymological stand point, wolf maren embarrassed (but secretly wants to learn for sythe), and natani wondering why the hell he's there. ",3,False,0
11071,eric flips the tables on kathrin and asks her out on a dinner date. she's so used to his rejections that she doesn't know what to make of it.,15,False,0
11072,good morning femsythe and femzen (sequel to gender flip flirting),3,False,0
11073,two in love basitins being bashful and unsure of where to begin with bedroom activities ,2,False,0
11074,trace watching after a kitten(?) version of the chimera girl,3,False,0
11075,laura dressed in a kimono welcoming visitors to the cherry blossoms. modern day au sketch.,1,False,0
11055,"body swap: maddie, in maeve's body, trying to stop maeve, in maddie's body, from going outside without ankle wraps",2,False,0
11053,behind the scenes-lady nora is not impressed by her proposed stand-in comprised of a wolf keidran and human in a poorly fitting costume. time to confront the producer and director with her concerns.,4,False,0
11031,"what if: half-kinds raine, but her father was western basitin instead of keidran.",0,False,0
11052,pinned ya pt. 2: ...and the bandages break.,13,False,0
11032,maren looking beautiful in her sundress while out in a gentle summer rain,4,False,0
11033,"winter season postcard: trace, flora keith and nat enjoying hot chocolate around a fire place ",2,False,0
11034,mike and evals (mayhaps holding hands) enjoying both each other and some fireworks.,1,False,0
11035,"gender swap au: grand templar tracy legacy, sitting in a chair with an attendant beside her. at the peak of her villainous career. ",1,False,0
11036,"adira and amelia a few rounds into a game of strip poker. amelia produces a straight flush-- diamond suite, of course.",4,False,0
11037,raine and natani try to make a spell to fix the burnt off chunk of nat's hair.  it works a little too well.  fluffiness ensues.,2,False,0
11038,"whilst rowing a boat to shore mike stops for a moment to catch his breath and remove his sweaty shirt. kat, sitting opposite, has a ""oh no, he’s hot"" moment.",0,False,0
11039,rivet from ratchet and clank drawn in tom's style. ,1,False,0
11040,twokinds of the caribbean: flora as captain jack sparrow and kathrin as barbossa duel with their sabers aboard a pirate ship.,6,False,0
11042,bad guys can have pool parties too (the master templars enjoy a day at the academy pool),5,False,0
11043,half-dragon trace and half-human nora standing in combat pose in a cave full of monsters with the sun behind him.,1,False,0
11044,"after willow's selfie goes viral, kat and laura decide to do a gaming stream in the nude, hoping to attract more viewers.",2,False,0
11045,good morning lioness saria,3,False,0
11046,saria presents a seductive portrait of rose to her household,1,False,0
11047,"the female northern basitin brings back her catches, and the injured wolf back to her place with the other northern basitins jokingly say ""can't wait to have wolf tonight!"" the wolf looking vary worried.",11,False,0
11048,"maren and sythe furtively try to find out each other’s preferences, and turn to their ex’s, flora and trace, respectively. unfortunately, as it turned out, the latter have very distant ideas about what their ex’s really like.",2,False,0
11049,"clovis' execution of roan reimagined à la captain needa's fatal apology to vader in empire strikes back. ""i will take full responsibility and apologize to prince clovis...""",0,False,0
11050,nora and reni: cat and mouse (tom and jerry) parody housecat nora is trying to catch a mouse reni.,5,False,0
11051,fertility wish continued: zen and kat run into trace and flora at the baby store. kat is happy to give them the news but zen begs them not to tell natani yet.,3,False,0
11170,"eric and kathrin as children: after kat breaks a vase while playing and eric's mother angrily asks who did it, eric takes the blame.",6,False,0
11171,raine as freya crescent (final fantasy 9),2,False,0
11172,"after the encounter with red, raine finds the chimera in the bathroom",3,False,0
11303,"older keith and natani, relaxing and watching their off-screen children play in leaf piles",1,False,0
11293,"clovis as a king, sitting og the iron throne from game of thrones. ",0,False,0
11294,willow swimming underwater through the coral reef with laura and kat,2,False,0
11295,vampire flora pouncing trace but she trips over her cape.,1,False,0
11296,continuation of the au in which adelaide adopts natani and zen. natani and zen are are introduced to a baby maddie.,19,False,0
11298,flora nora fusion dakimakura,1,False,0
11299,"demon tiger trace 3: trace comes to his senses, and is filled with remorse after realizing he attacked his (unscathed) love, flora, who gladly comforts him",3,False,0
11300,half-dragon trance and half-human nora standing in combat pose in a cave full of monsters with the sun behind them.,7,False,0
11301,"raine and zen have a good time together, relaxing at the hot springs. raine is embarrassed, but she likes it.",3,False,0
11302,"dating sim au: hoping no one noticed their transformation, vv mike tries to rebrand as the hot transfer student.",1,False,0
11304,kat vs the thirst (she opens a lemonade stand),9,False,0
11173,kat uses her capabilities as a seamstress to create some clothes for willow,0,False,0
11305,"dog-gone reni: blushy reni running around and begging to play, after trying to mind-read a dog goes wrong.",1,False,0
11306,hawaiian wolf raine,1,False,0
11307,modern au: roselyn takes young raine to her first day of school.,8,False,0
11308,"maren and sythe furtively try to find out each other’s preferences, and turn to their ex’s, flora and trace, respectively. unfortunately, as it turned out, the latter have very distant ideas about what their ex’s really like.",11,False,0
11309,"flora and kathrin getting into a ""cat fight""",4,False,0
11311,chimera ref sheet,19,False,0
11312,good morning madelyn ,0,False,0
11313,clovis’ and mike’s actors answering the question of whether they are male or female.,2,False,0
11314,"ambush accident! trace and calvin (calvin and hobbes) meet and sit down, causing flora and hobbes, who were going to pounce on their respective humans, colliding in mid-air!",3,False,0
11292,"raine and kat are looking for magical stuff in trace's estate for magic study purposes, they find a book. on the pages, they find some kind of summon spell and read it aloud together. rose appears behind them, which scares raine and kat.",1,False,0
11291,red and kai´s arm wrestling contest takes a twist as nora intervene with magic on both of them,2,False,0
11290,"laura is paired with trace for her final year b.a. media & performance project. laura as the camerafox. trace presents a cooking show, which turns out to be more of a comedy due to his nonexistent culinary skills.",12,False,0
11289,good morning brutus,2,False,0
11270,"sequel to wolf mary: young mary silverlock gets caught by another templar in her keidran transformation while disrobed and feeling her fur. not being recognized and mistaken for an actual keidran, mary's kicked out before she can explain, left without clothes and unable to change back.",2,False,0
11271,"from normal schoolgirl to heroine, magical girl maeve! ",0,False,0
11272,epic canon shot of lady nora fighting the black creature summoned by trace during assassins' attack in chapter 7.,4,False,0
11273,flora consoling chimera post red encounter while raine chews out red.,0,False,0
11274,kitty karen takes a cat nap in the sun of the oasis room,1,False,0
11275,"modern maeve: maeve spies a shy basitin exchange student eating by herself in the cafeteria, and decides to join her for lunch.",4,False,0
11276,modern au: laura helping a spooked kat beat a horror game on a dark and stormy night,8,False,0
11277,modern day raine has trouble buying wine from her local store. shop clerk adira is skeptical the wolf standing in front of her is also the human women shown on her id card.,9,False,0
11278,"natani, zen and keith as the spanish inquisition from monty python. nobody expects the spanish inquisition!",4,False,0
11279,"adelaide standing on the roof of a mad max style car screaming ""witness me!""",3,False,0
11280,femsythe & femzen: waking up together the morning after gender flip flirting,5,False,0
11281,portrait of flora looking pretty with a flower in her hair,1,False,0
11282,trace sandwiched between lioness saria and roselyn in bed (diplomatic sleepover 2),1,False,0
11283,flora and proto-flora sitting in a sun beam licking their fur like housecats,1,False,0
11284,another western basitin luau! lets brake out the tribal paint!  (the girls as they paint each other for the festival.),2,False,0
11285,the female wolf from the notable civilizations sketch invites the human male out for a drink at the bar. the tigress interrupts and insists she be a better choice.,6,False,0
11286,reni (dragon) chasing after nibbly. she stole her clothes and won't give them back!,3,False,0
11287,vehra desperately trying to remember herself by feverishly attempting to draw a picture of what she recalls of her home on the isles on the wall of her room. ,3,False,0
11288,gangster au cat clan crime syndicate,2,False,0
11315,tomboy kat playing basketball with michiru from brand new animal.,2,False,0
11316,"adira needs some help around the tavern, so she recruits mike and evals for the job. she mentioned the position was for barmaids, right? oh well, at least the new girls get to keep their tips.",14,False,0
11317,keith as a female western basitin meets flora in her first time.,2,False,0
11341,red has to apologize to the chimera. he has to invite her to buy clothes with the girls,4,False,0
11343,"the female northern basitin brings back the injured wolf back to her place with the other northern basitins jokingly say ""can't wait to have wolf tonight!"" the wolf looking vary worried.",5,False,0
11344,"tiger trace finds himself in the middle of a three-way tug-of-war between flora, cat maren and lioness saria",1,False,0
11345,"sequel to wolf mary: young mary silverlock gets caught by another templar in her keidran transformation while disrobed and feeling her fur. not being recognized and mistaken for an actual keidran, mary's kicked out before she can explain, left without clothes and unable to change back.",3,False,0
11346,"the female basitin from notable civilizations, going on a date",1,False,0
11347,sir knight flora arrives to rescue her love from a tower where a meddling dragon taken her love prisoner. (a very bored trace plays paddle ball),7,False,0
11348,modern keith and natani cuddled up on the couch watching tv with keith laying on top of natani,1,False,0
11349,willow ecstatic after finding a movie with her name on it. (kat/laura having trouble trying to explain it's not about her.),1,False,0
11350,"lioness saria tries to surprise trace with her new form, only to discover tiger trace.",3,False,0
11351,smug floranora fusion showing off her strength and lifts surprised reni (dragon) over her head,1,False,0
11352,magpie showing off her collection of all mekkan's different currency.,7,False,0
11353,for the holiday weekend sam and collin head out for some fun at a fair ground. time for a friendly competition to determine who is better at knocking the cans off.,17,False,0
11354,keith with striped thigh high socks and elbow gloves.,5,False,0
11355,"rose captured in a dungeon, after being betrayed by euchre in chapter 16",1,False,0
11356,species and maybe gender swap of keith and natani,4,False,0
11357,"bunny-girl, chimera and mike are preparing to show the ""sawing the lady in half"" trick. but unexpectedly for mike, when the show starts, fem-mike plays ""the lady"" role! ",1,False,0
11358,raine makes an overly decorated and complicated cocktail,2,False,0
11359,fertility wish continued: natani mocks zen about getting kat pregnant until kat asks when natani and keith will start having kids,14,False,0
11360,trace having a dream where flora is discovered to be having multiple kittens. at least 8 minimum ,9,False,0
11361,"portrait of amelia riftwall like ""adira practice painting""",10,False,0
11342,"clovis' execution of roan reimagined à la captain needa's fatal apology to vader in empire strikes back. ""i will take full responsibility and apologize to prince clovis...""",0,False,0
11340,sythe and maren reenacting the ballroom scene from beauty and the beast.,5,False,0
11318,ancient au: laura and kathrin as celtic warriors with blue war paint observe romulus and remus (as roman soldiers) from the thicket of the forest.,6,False,0
11339,genderbend raine,2,False,0
11319,trace as rand allthor from the wheel of time series',0,False,0
11320,"drowsy raine sits down at the table and smooches zen-- except that sounds like his laugh coming from by the counter, and his hair seems longer now…",4,False,0
11321,"nora getting a lesson in walking on two legs from reni, mirroring a similar scene from ""luca""",1,False,0
11322,"zen and raine, sitting on a hood of a car in a drive in theater. sharing a tub of popcorn, and watching a cheesy monster movie.",1,False,0
11323,maren meets wolf maren and cat maren,1,False,0
11324,flora and kaylia get along after realizing that they have a lot in common (unsurprisingly). they tell a bewildered trace that they're going to share him.,1,False,0
11325,the halloween and christmas mashup that we need but don’t deserve! natani and keith style!,1,False,0
11326,redraw of kathrin teasing the audience ,3,False,0
11327,the tables have turned: lioness saria models nude for rose's painting.,3,False,0
11328,erilas doing the jackopose trend,9,False,0
11329,"human flora introducing her new pet cat, trace, to her friends, human keith and human natani",1,False,0
11330,good morning zen,3,False,0
11331,lady nora uses the royal castle as a big scratching post.,2,False,0
11332,fluffkevlar's tala and young rose discuss their people's differences after tala comes stumbling out of the forest,3,False,0
11333,ora fusion (nora and flora) panicking because she isn't able to unfuse,6,False,0
11334,laura wearing lingerie.,3,False,0
11335,"captain jenny posing for an ad for western basitin rum, with one foot on a sideways barrel of rum with her holding her cutlass back against her shoulder nonchalantly while looking at the camera and grinning.",2,False,0
11337,"while trace is fighting detritus after he tried killing flora, trace has a flashback of himself, flames in hand, approaching a terrified keidran mother and child",1,False,0
11338,femmike and clovis shopping together.,1,False,0
11269,"an alternative scenario to the comic in which trace suggests on breaking into his own estate to steal the money needed for the journey. instead of being swayed away from the plan, he goes forward with it, though it goes hilariously wrong.",2,False,0
11268,adelaide staring down maddie's future father after their battle for the title of king,3,False,0
11267,"maeve giving maddie a basitin model calendar: ""ankle edition"" and keeling over laughing at the inevitable look of confused embarrassed horror maddie has on her face.",1,False,0
11196,natani comforts keith after a nightmare involving his death,2,False,0
11198,rpg protagonist mage kat confidently hitting on vv mike the waitress in a tavern.,1,False,0
11200,"pirate queen jenny, one foot on a treasure chest and pointing her cutlass at the viewer.",2,False,0
11201,“pinned ya” but from natanis pov ( they could be looking down at keith) ,5,False,0
11202,"the new assassin brothers nat and zen begin training, while the young rom and rem gripe overtaking the two taking their gimmick.",0,False,0
11203,good morning brutus,4,False,0
11204,the whole gang playing dungeons and dragons with keith being the game master.,0,False,0
11205,the human king,7,False,0
11206,lady nora uses the royal castle as a big scratching post.,4,False,0
11207,gamer laura gets banned from twitch after natani swears during stream,11,False,0
11208,trace looks in the mirror and sees his evil reflection pushing him to hurt flora,1,False,0
11209,natani and zen's first duties in the assassin's guild! tending to the counter and stocking the shelves at the assassin's guild official gift shop. ,0,False,0
11210,behind the scenes-lady nora is not impressed by her proposed stand-in comprised of a wolf keidran and human in a poorly fitting costume. time to confront the producer and director with her concerns.,2,False,0
11211,foxy fox laura in a box of crocs and socks.,18,False,0
11212,nora first discovering that she's into humans.,1,False,0
11213,"basitin first time pt 2, the newlyweds wake up in bed next to each other dazed and a little confused about what happened the night before.",2,False,0
11214,"zen and raine, sitting on a hood of a car in a drive in theater. sharing a tub of popcorn, and watching a cheesy monster movie.",5,False,0
11215,good morning femsythe and femzen (sequel to gender flip flirting),1,False,0
11216,"au: laura and kathrin as ambassadors recently returned from the newly encountered human lands. they're giving a presentation on a baffling, yet intriguing, human custom: clothes!",2,False,0
11217,"dog-gone reni: wagging her huge tail and begging to play, much to her internal embarrassment.",1,False,0
11197,"modern au/behind the scenes: ask the cast. brutus, we know harvard was your backup, but what was your first choice for college/university education?",0,False,0
11195,swimsuit model raine (wolf),8,False,0
11220,amelia rewards windstraw's hard work at the tavern with some vigorous petting,11,False,0
11194,willow daki,1,False,0
11174,willow's mother in modern day scp containment area.,8,False,0
11175,reni in the modern au. how did she change over the years? is she now just as mischievous as nora?,7,False,0
11176,"clovis' execution of roan reimagined à la captain needa's fatal apology to vader in empire strikes back. ""i will take full responsibility and apologize to prince clovis...""",1,False,0
11177,pinned ya part 2: ...just as natani's bindings break.,11,False,0
11178,"necromancer trace: ivory skin, cold black eyes, dark scars; raising the undead, commanding them...to defend the citizens. what? he's a necromancer not evil",2,False,0
11179,mike and evals as a couple of bellyaching motorpool mechanics.,1,False,0
11180,willow after drinking to much alcohol. doing a little dance.,2,False,0
11181,"raine discovers she can influence reality with her shipping fanfics. her first ""targets""? red and sythe.",2,False,0
11182,"flora attempting to use a trick mirror to simulate a larger bust. it doesn't give her the curves she'd hoped for, though.",2,False,0
11183,natani sleeping with/cuddling a doll-sized keith,1,False,0
11184,wolf raine is harassed by a group of wolf-hating humans until red comes to her defense. raine is touched and sythe in disbelief.,5,False,0
11186,druid sythe meets bard maren in a tavern asking for help with goblin bandits. zen and natani (arcane trickster rogues) take notice.,2,False,0
11187,"magical mishaps - to catch a thief - evals has been stealing from eric's stash of booze he accidentally pours a spiked bottle of liquor for himself and mike, turning them into girls.",5,False,0
11188,keith as a rogue class,2,False,0
11189,ancient au: laura and kathrin as celtic warriors with blue war paint observe romulus and remus (as roman soldiers) from the thicket of the forest.,14,False,0
11190,mike and femmike go on a date,0,False,0
11191,"basitin first time 2: keidran first time. the situation is quite different, even with inexperienced keidran!",10,False,0
11192,wwii pin up of nora,1,False,0
11193,mike transforms into a silver female fox! (or black colored) ,0,False,0
11218,"dating sim au: hoping no one noticed their transformation, vv mike tries to rebrand as the hot transfer student.",19,False,0
